date,predicted_repos,lower_ci,upper_ci,actual_repos,diff,percent_diff,diff_ma7,cum_actual,cum_predicted,cum_diff,cum_percent
2022-11-30,163494.80654200946,128647.84042292918,198341.77266108975,170098,6603.1934579905355,4.03877872187571,126.93623195675484,170098,163494.80654200946,6603.1934579905355,4.03877872187571
2022-12-01,160007.23598078417,116404.42166645627,203610.05029511207,161966,1958.7640192158287,1.2241721489714774,-328.5180161497764,332064,323502.04252279364,8561.957477206364,2.6466471155597406
2022-12-02,144784.24270482827,96438.92236665724,193129.5630429993,133404,-11380.24270482827,-7.8601389848957375,-2295.2744673288876,465468,468286.2852276219,-2818.2852276219055,-0.6018295466953532
2022-12-03,125121.16114868081,73672.6357649169,176569.68653244473,128828,3706.8388513191894,2.962599465420859,-4200.568878238081,594296,593407.4463763027,888.5536236972548,0.14973752505521956
2022-12-04,129086.17973674572,75332.53395932874,182839.82551416272,125898,-3188.1797367457184,-2.4698071809450024,-7181.945623680575,720194,722493.6261130485,-2299.626113048522,-0.31829015923923176
2022-12-05,157855.29515825378,102225.94894283889,213484.64137366868,144088,-13767.295158253779,-8.72146553237364,-9194.866559059039,864282,880348.9212713023,-16066.921271302272,-1.825062868038755
2022-12-06,157092.06087636435,99835.37828922182,214348.7434635069,143755,-13337.060876364354,-8.489964930093429,-8072.443294185509,1008037,1037440.9821476666,-29403.982147666626,-2.834279988322395
2022-12-07,155806.44376010692,94899.32111053943,216713.56640967441,141540,-14266.443760106922,-9.156517160530775,-8883.932798543961,1149577,1193247.4259077734,-43670.42590777343,-3.6597963640735096
2022-12-08,154333.68252843342,90658.58247978985,218008.78257707699,142202,-12131.682528433419,-7.860683636702803,-9158.994802940286,1291779,1347581.1084362068,-55802.10843620682,-4.1409090767799555
2022-12-09,140510.27985071356,74549.40612097486,206471.15358045226,136987,-3523.2798507135594,-2.5074890281742377,-9148.072819884632,1428766,1488091.3882869203,-59325.388286920264,-3.986676406696716
2022-12-10,121262.58767918998,53298.85748248671,189226.31787589326,119289,-1973.587679189979,-1.6275322149740572,-8004.292491105529,1548055,1609353.9759661104,-61298.97596611036,-3.8089181672609973
2022-12-11,125726.61376751999,55936.36704120849,195516.86049383148,120613,-5113.613767519986,-4.06724846417603,-6614.932162913704,1668668,1735080.5897336304,-66412.58973363042,-3.827637178733357
2022-12-12,154583.8412768642,83083.4627591205,226084.2197946079,140893,-13690.841276864201,-8.856579810527222,-4640.050746278781,1809561,1889664.4310104947,-80103.4310104947,-4.239029411569097
2022-12-13,153304.59857491063,80175.43907675527,226433.758073066,147974,-5330.598574910633,-3.4771289475089646,-8276.132614895092,1957535,2042969.0295854053,-85434.02958540525,-4.181856325190745
2022-12-14,152300.92146276415,76456.48400724218,228145.3589182861,147760,-4540.921462764149,-2.9815456263502336,-8062.028039882034,2105295,2195269.9510481693,-89974.95104816929,-4.098582545859984
2022-12-15,151122.51261198896,72976.31157295467,229268.71365102325,152815,1692.487388011039,1.1199439175264012,-8771.175166642823,2258110,2346392.463660158,-88282.46366015822,-3.7624764410658575
2022-12-16,137496.85293102774,57296.71925820639,217696.9866038491,108521,-28975.852931027737,-21.07382991926574,-8839.546265225901,2366631,2483889.316591186,-117258.31659118598,-4.720754496102416
2022-12-17,118324.85565409857,36227.93397191193,200421.77733628522,117850,-474.8556540985737,-0.40131521942163084,-10166.54397583082,2484481,2602214.1722452845,-117733.17224528454,-4.524345978167512
2022-12-18,122860.64365484551,38972.247087096446,206749.04022259457,112783,-10077.64365484551,-8.202499478316918,-10605.379207349371,2597264,2725074.81590013,-127810.8159001302,-4.690176400089497
2022-12-19,151739.43896694575,66134.25695664015,237344.62097725132,137570,-14169.438966945745,-9.338006693192238,-12260.261235111508,2734834,2876814.254867076,-141980.25486707594,-4.935329231870626
2022-12-20,150414.58254914507,63148.69488305181,237680.47021523834,135795,-14619.582549145067,-9.719524730501712,-8684.890102129702,2870629,3027228.837416221,-156599.83741622092,-5.173042601889354
2022-12-21,149444.768083394,59576.9951775176,239312.54098927043,141832,-7612.76808339401,-5.094034525950009,-9854.223267999074,3012461,3176673.605499615,-164212.60549961496,-5.16932571276199
2022-12-22,148299.6868063239,56170.87777209628,240428.49584055154,138408,-9891.686806323909,-6.670065877645602,-12416.8561198291,3150869,3324973.292305939,-174104.2923059389,-5.236261377161135
2022-12-23,134696.2550001551,40514.70849519588,228877.8015051143,130748,-3948.255000155099,-2.931228488981043,-14333.724734886811,3281617,3459669.547306094,-178052.54730609385,-5.1465189050999465
2022-12-24,115533.18781518418,19433.112135431234,211633.26349493713,106873,-8660.187815184181,-7.495844249565491,-14253.95747830863,3388490,3575202.735121278,-186712.7351212781,-5.222437689675364
2022-12-25,120077.0736176557,22149.71873771034,218004.42849760107,92061,-28016.073617655697,-23.33174249970755,-15196.712858882736,3480551,3695279.808738934,-214728.80873893388,-5.810894434330079
2022-12-26,148958.51927234972,49269.50357700276,248647.53496769667,121371,-27587.519272349717,-18.52026954021328,-15956.54561101444,3601922,3844238.3280112837,-242316.32801128365,-6.303363822311185
2022-12-27,147629.2117530978,46228.4723734194,249029.95113277622,133568,-14061.2117530978,-9.524681183433023,-17210.857947414635,3735490,3991867.5397643815,-256377.53976438148,-6.422496167784016
2022-12-28,146663.05574741276,42674.80958445171,250651.3019103738,132451,-14212.055747412756,-9.690276583278859,-18942.73601086767,3867941,4138530.595511794,-270589.5955117941,-6.538301198141353
2022-12-29,145521.51607124583,39256.05493119353,251786.97721129813,130311,-15210.516071245831,-10.452417265773207,-20140.022599927634,3998252,4284052.11158304,-285800.1115830401,-6.671256654658933
2022-12-30,131920.44135495648,23568.960362309328,240271.92234760363,119192,-12728.441354956478,-9.648573961868607,-18898.350343981783,4117444,4415972.552937997,-298528.5529379966,-6.760199465899808
2022-12-31,112758.33425935543,2444.764380298526,223071.90413841233,91975,-20783.334259355426,-18.431749986259714,-17271.613667631467,4209419,4528730.887197352,-319311.887197352,-7.05080286620787
2023-01-01,117303.07974107543,5112.086797580967,229494.0726845699,80906,-36397.07974107543,-31.02823883346896,-16147.217468747334,4290325,4646033.966938428,-355708.96693842765,-7.656185242503237
2023-01-02,146184.81348072874,32177.539846043524,260192.08711541397,127289,-18895.813480728742,-12.925975708974544,-15926.73115328947,4417614,4792218.780419156,-374604.78041915596,-7.81693819885224
2023-01-03,144855.0550186456,29078.223918960386,260631.88611833082,142181,-2674.055018645595,-1.846021195671351,-14546.422772657295,4559795,4937073.835437802,-377278.83543780167,-7.641749911247701
2023-01-04,143889.28235522384,25514.833110494976,262263.7315999527,137548,-6341.282355223841,-4.407056767139142,-11362.557313184792,4697343,5080963.117793025,-383620.11779302545,-7.550145688907406
2023-01-05,142748.11186304077,22065.158634769352,263431.06509131216,129081,-13667.111863040773,-9.574285561236453,-6027.704651848305,4826424,5223711.229656066,-397287.2296560658,-7.60545926429826
2023-01-06,129147.28269053125,6335.039179689353,251959.52620137314,126081,-3066.282690531254,-2.374252579420369,-4528.85631091689,4952505,5352858.512346597,-400353.5123465974,-7.479247049462728
2023-01-07,109985.27604304791,-14839.592622107142,234810.14470820298,111489,1503.7239569520898,1.3672047850873572,-3783.1442156293238,5063994,5462843.7883896455,-398849.7883896455,-7.301138451685797
2023-01-08,114530.11111172002,-12227.412253646442,241287.63447708648,115477,946.8888882799802,0.8267597744285116,-2832.294946277747,5179471,5577373.899501366,-397902.8995013656,-7.134233900598621
2023-01-09,143411.87509420884,14779.619916273194,272044.13027214445,135008,-8403.875094208837,-5.859957614171239,270.8345733114235,5314479,5720785.7745955745,-406306.7745955745,-7.102289626013795
2023-01-10,142082.07035163263,11619.475323776991,272544.66537948826,144628,2545.929648367368,1.7918725720047288,2980.817602414646,5459107,5862867.844947207,-403760.8449472068,-6.88674648014077
2023-01-11,141116.3374697628,8034.302321442199,274198.3726180834,141431,314.66253023719764,0.22298093606958924,4119.370571665364,5600538,6003984.18241697,-403446.1824169699,-6.719640994366481
2023-01-12,139975.20522591658,4546.150356301601,275404.2600955316,148030,8054.794774083421,5.7544439824775955,4966.9222151323675,5748568,6143959.3876428865,-395391.3876428865,-6.435449238777884
2023-01-13,126374.4014868087,-11231.968613219797,263980.7715868372,142278,15903.598513191304,12.584509462425716,6165.330552833978,5890846,6270333.789129695,-379487.7891296949,-6.052114638419701
2023-01-14,107212.40525829289,-32460.402109291055,246885.21262587683,116686,9473.594741707115,8.836285986573678,8226.311000587282,6007532,6377546.194387988,-370014.1943879882,-5.801826958361938
2023-01-15,111757.249607451,-29905.768763121654,253420.26797802365,118637,6879.750392549002,6.155976830777625,9616.290860418247,6126169,6489303.443995439,-363134.44399543945,-5.5958924887608426
2023-01-16,140639.01673029756,-2958.8559367086273,284236.88939730375,140624,-15.01673029756057,-0.010677499492447425,9801.555869579719,6266793,6629942.460725737,-363149.4607257368,-5.4774149681833775
2023-01-17,139309.2072173595,-6180.983572106692,284799.3980068257,156282,16972.792782640492,12.183539854733658,10033.677645955495,6423075,6769251.667943097,-346176.6679430967,-5.113957715333191
2023-01-18,138343.47845094604,-9795.138218571461,286482.0951204635,148388,10044.521549053956,7.260567438034711,10608.94212551915,6571463,6907595.146394042,-336132.1463940423,-4.866124016684919
2023-01-19,137202.35016178628,-13326.025657301507,287730.72598087403,146554,9351.649838213722,6.815954557036699,10782.20646800792,6718017,7044797.4965558285,-326780.4965558285,-4.638607379638522
2023-01-20,123601.54905217826,-29154.762448558482,276357.860552915,141130,17528.450947821737,14.18141688533541,11104.042192648387,6859147,7168399.045608006,-309252.0456080064,-4.314101986237519
2023-01-21,104439.5539013473,-50438.62591866858,259317.73372136318,117940,13500.446098652697,12.926564308580927,10877.306559061242,6977087,7272838.599509354,-295751.59950935375,-4.066522245238689
2023-01-22,108984.3992100296,-47942.537333217566,265911.33575327677,117077,8092.600789970398,7.425467175696146,11783.999436143442,7094164,7381822.998719383,-287658.99871938303,-3.8968558141977505
2023-01-23,137866.1666578143,-21056.30291512498,296788.63623075356,140104,2237.8333421857096,1.62319254711712,11477.977969136116,7234268,7519689.165377198,-285421.1653771978,-3.79565111136985
2023-01-24,136536.35665246952,-24340.649806110683,297413.36311104975,151922,15385.64334753048,11.268532224491725,12659.956463315562,7386190,7656225.522029667,-270035.52202966716,-3.5270058497190226
2023-01-25,135570.62831137064,-27988.47322761573,299129.72985035705,151962,16391.371688629355,12.09065111875311,13935.36351301383,7538152,7791796.150341038,-253644.15034103766,-3.2552718968390355
2023-01-26,134429.50043083756,-31564.662799566286,300423.6636612414,141639,7209.499569162435,5.363033817768028,15665.48483426297,7679791,7926225.650771875,-246434.65077187493,-3.1091046562354245
2023-01-27,120828.69959292214,-47445.40489716784,289102.80408301216,146631,25802.300407077855,21.354446827622144,19063.891865000238,7826422,8047054.350364797,-220632.35036479682,-2.741777807860772
2023-01-28,101666.70455345942,-68785.37793787912,272118.78704479797,124095,22428.29544654058,22.06061025096678,21237.870331573376,7950517,8148721.054918257,-198204.0549182566,-2.4323332898802343
2023-01-29,106211.54996128562,-66348.05931037832,278771.15923294955,126415,20203.450038714378,19.021895496373592,22341.5630775837,8076932,8254932.604879542,-178000.60487954225,-2.1562938596776062
2023-01-30,135093.3174426534,-39522.41663472497,309709.05152003176,161120,26026.68255734659,19.265706883240036,25045.82724613499,8238052,8390025.922322195,-151973.92232219502,-1.8113641570267236
2023-01-31,133763.50738645755,-42868.669625815615,310395.68439873075,164367,30603.492613542447,22.87880544663469,27012.662839248143,8402419,8523789.429708652,-121370.4297086522,-1.4239022527425422
2023-02-01,132797.7790892984,-46553.2932419171,312148.8514205139,156915,24117.22091070161,18.160861631943597,28288.355573574812,8559334,8656587.20879795,-97253.2087979503,-1.1234590081771363
2023-02-02,131656.65125097852,-50176.31690326205,313489.6194052191,157796,26139.348749021476,19.854180172934637,28264.476877866902,8717130,8788243.86004893,-71113.86004892923,-0.8091930672544321
2023-02-03,118055.85044113008,-66109.70497753791,302221.4058597981,157626,39570.14955886992,33.51816060873835,27250.455324520484,8874756,8906299.71049006,-31543.710490059108,-0.3541730181492337
2023-02-04,98893.85541317274,-87505.89380135832,285293.6046277038,130252,31358.144586827257,31.708890765573617,30062.43377192439,9005008,9005193.565903232,-185.56590323150158,-0.0020606542421710743
2023-02-05,103438.70083124096,-85127.10873197827,292004.5103944602,123475,20036.29916875904,19.370215410427505,33214.840790108436,9128483,9108632.266734472,19850.733265528455,0.21793319440532344
2023-02-06,132320.46831607833,-58361.587686342915,323002.5243184996,151249,18928.53168392167,14.305067027654747,35450.962093383845,9279732,9240952.73505055,38779.26494945027,0.4196457449929608
2023-02-07,130990.65825463024,-61769.108134660506,323750.42464392097,181278,50287.34174536976,38.39002140718856,35950.36911053078,9461010,9371943.39330518,89066.6066948194,0.9503536561951906
2023-02-08,130024.92996201004,-65492.63865153238,325542.4985755525,176209,46184.070037989964,35.51939620462304,35943.06184179365,9637219,9501968.32326719,135250.6767328102,1.4233964177887846
2023-02-09,128883.8021280507,-69163.35798445104,326930.9622405524,170676,41792.197871949305,32.4262608503955,36791.468858619664,9807895,9630852.12539524,177042.87460475974,1.8382887858689252
2023-02-10,115283.00132110152,-85149.55790619632,315715.56054839934,158349,43065.99867889848,37.35676395078,38634.16158968019,9966244,9746135.126716342,220108.87328365818,2.2584221378204616
2023-02-11,96121.00629433266,-106601.71127028095,298843.7238589463,127428,31306.993705667337,32.57039736954274,35930.99717796107,10093672,9842256.133010674,251415.86698932573,2.554453608924923
2023-02-12,100665.85171345886,-104280.941722922,305612.6451498397,126641,25975.148286541138,25.803336329461864,34879.689909032124,10220313,9942921.984724132,277391.01527586766,2.789833971362131
2023-02-13,129547.61919865465,-77574.84309156761,336670.0814888769,161375,31827.380801345353,24.56809395511908,35330.81121146739,10381688,10072469.603922786,309218.3960772138,3.069936254330187
2023-02-14,128217.80913666404,-81042.80187442973,337478.4201477578,159583,31365.190863335956,24.462429263554654,36197.789656717025,10541271,10200687.41305945,340583.5869405493,3.3388297587132856
2023-02-15,127252.0808445127,-84806.64809233762,339310.809781363,166077,38824.919155487296,30.51024305286359,36491.91095909198,10707348,10327939.493903963,379408.5060960371,3.673612789075516
2023-02-16,126110.95301100379,-88525.47803438405,340747.38405639166,171061,44950.04698899621,35.64325375058747,38535.31797573704,10878409,10454050.446914967,424358.55308503285,4.0592740128804605
2023-02-17,112510.15220435409,-104564.34783417839,329584.6522428866,161645,49134.84779564591,43.67147926917871,39167.58213523395,11040054,10566560.59911932,473493.4008806795,4.481055083525884
2023-02-18,93348.157177708,-126071.98977625734,312768.3041316733,126714,33365.842822292005,35.743440289638556,41046.703437596,11166768,10659908.756297028,506859.2437029723,4.7548178440416775
2023-02-19,97893.00259694348,-123808.5465551302,319594.55174901715,138172,40278.99740305652,41.14594131809188,41914.110454236856,11304940,10757801.75889397,547138.2411060296,5.08596694165409
2023-02-20,126774.77008217628,-97161.03686224611,350710.5770265987,163028,36253.229917823715,28.59656530579714,41936.660328013924,11467968,10884576.528976146,583391.4710238539,5.359799432442691
2023-02-21,125444.96002012964,-100688.4975567363,351578.4175969956,169964,44519.03997987036,35.48890284051792,41940.35305892943,11637932,11010021.488996277,627910.5110037234,5.703081611886723
2023-02-22,124479.23172802672,-104493.58133658279,353452.04479263624,169376,44896.768271973284,36.06767783566316,44023.18864698598,11807308,11134500.720724303,672807.2792756967,6.042545563120053
2023-02-23,123338.10389456431,-108260.63389935241,354936.84168848104,168446,45107.89610543569,36.57255518051114,42474.73852075521,11975754,11257838.824618867,717915.1753811333,6.377024814133793
2023-02-24,109737.30308794555,-124351.83044450993,343826.43662040104,158898,49160.69691205445,44.79852842078335,38791.14553738104,12134652,11367576.127706813,767075.8722931873,6.747928174622482
2023-02-25,90575.30806131213,-145914.3446807761,327064.9608034004,138521,47945.69193868787,52.934616469902075,39914.69541115053,12273173,11458151.435768126,815021.5642318744,7.113028386827542
