date,new_repos
4/12/23,157606
4/13/23,153157
4/14/23,151640
4/15/23,126185
4/16/23,124257
4/17/23,151516
4/18/23,160307
4/19/23,161921
4/20/23,154082
4/21/23,140747
4/22/23,117186
4/23/23,120553
4/24/23,147701
4/25/23,158073
4/26/23,158546
4/27/23,154116
4/28/23,148714
4/29/23,125318
4/30/23,120011
5/1/23,137227
5/2/23,150244
5/3/23,154000
5/4/23,151321
5/5/23,144984
5/6/23,122039
5/7/23,121340
5/8/23,149910
5/9/23,150151
5/10/23,150791
5/11/23,154958
5/12/23,145125
5/13/23,122443
5/14/23,119083
5/15/23,156534
5/16/23,160888
5/17/23,157159
5/18/23,156419
5/19/23,144384
5/20/23,125580
5/21/23,126472
5/22/23,155589
5/23/23,156266
5/24/23,157643
5/25/23,151373
5/26/23,154052
5/27/23,126070
5/28/23,126112
5/29/23,162072
5/30/23,155080
5/31/23,157010
6/1/23,147121
6/2/23,144673
6/3/23,124934
6/4/23,128828
6/5/23,149981
6/6/23,149790
6/7/23,158796
6/8/23,150630
6/9/23,154996
6/10/23,128501
6/11/23,128831
6/12/23,158071
6/13/23,171943
6/14/23,177576
6/15/23,165146
6/16/23,148719
6/17/23,129963
6/18/23,135259
6/19/23,158081
6/20/23,172032
6/21/23,176078
6/22/23,166011
6/23/23,170143
6/24/23,139312
6/25/23,146912
6/26/23,175072
6/27/23,182595
6/28/23,172170
6/29/23,155077
6/30/23,162688
7/1/23,133411
7/2/23,124484
7/3/23,155465
7/4/23,161014
7/5/23,171202
7/6/23,171856
7/7/23,174033
7/8/23,169984
7/9/23,131368
7/10/23,152059
7/11/23,156796
7/12/23,158176
7/13/23,154759
7/14/23,146563
7/15/23,120258
7/16/23,121285
7/17/23,149844
7/18/23,148482
7/19/23,146090
7/20/23,157648
7/21/23,145625
7/22/23,124159
7/23/23,121507
7/24/23,155276
7/25/23,147045
7/26/23,153184
7/27/23,150795
7/28/23,144857
7/29/23,117290
7/30/23,118023
7/31/23,150070
8/1/23,153500
8/2/23,152799
8/3/23,148663
8/4/23,142466
8/5/23,122534
8/6/23,117064
8/7/23,148301
8/8/23,154905
8/9/23,147846
8/10/23,147533
8/11/23,139897
8/12/23,116718
8/13/23,114922
8/14/23,144113
8/15/23,144374
8/16/23,155862
8/17/23,157054
8/18/23,143614
8/19/23,119972
8/20/23,116953
8/21/23,149927
8/22/23,163299
8/23/23,155654
8/24/23,166254
8/25/23,157511
8/26/23,128297
8/27/23,124332
8/28/23,155096
8/29/23,164728
8/30/23,164902
8/31/23,155432
9/1/23,152718
9/2/23,119933
9/3/23,121683
9/4/23,159437
9/5/23,164824
9/6/23,169550
9/7/23,171855
9/8/23,169895
9/9/23,135884
9/10/23,130090
9/11/23,173706
9/12/23,180121
9/13/23,182599
9/14/23,176279
9/15/23,165310
9/16/23,130174
9/17/23,127764
9/18/23,163760
9/19/23,180363
9/20/23,181295
9/21/23,182674
9/22/23,163592
9/23/23,131377
9/24/23,138201
9/25/23,172110
9/26/23,180070
9/27/23,171214
9/28/23,164714
9/29/23,161844
9/30/23,136862
10/1/23,131141
10/2/23,163880
10/3/23,172830
10/4/23,180151
10/5/23,174761
10/6/23,166314
10/7/23,137854
10/8/23,137097
10/9/23,167720
10/10/23,174134
10/11/23,172596
10/12/23,168900
10/13/23,157044
10/14/23,133126
10/15/23,132227
10/16/23,166201
10/17/23,177986
10/18/23,174648
10/19/23,166387
10/20/23,155488
10/21/23,128109
10/22/23,130948
10/23/23,157016
10/24/23,164416
10/25/23,169836
10/26/23,177831
10/27/23,161946
10/28/23,132219
10/29/23,128719
10/30/23,173531
10/31/23,174220
11/1/23,167962
11/2/23,167255
11/3/23,161566
11/4/23,133582
11/5/23,132591
11/6/23,168554
11/7/23,173842
11/8/23,162217
11/9/23,164542
11/10/23,156895
11/11/23,119120
11/12/23,116247
11/13/23,157227
11/14/23,157736
11/15/23,164772
11/16/23,166941
11/17/23,155018
11/18/23,126629
11/19/23,122212
11/20/23,157931
11/21/23,167821
11/22/23,162016
11/23/23,160055
11/24/23,150259
11/25/23,124049
11/26/23,124481
11/27/23,148510
11/28/23,159022
11/29/23,159124
11/30/23,138513
12/1/23,133807
12/2/23,110738
12/3/23,83255
12/4/23,107299
12/5/23,165397
12/6/23,136741
12/7/23,118117
12/8/23,114588
12/9/23,126469
12/10/23,127828
12/11/23,150317
12/12/23,165458
12/13/23,165957
12/14/23,158987
12/15/23,144025
12/16/23,119241
12/17/23,121405
12/18/23,154387
12/19/23,156572
12/20/23,151696
12/21/23,147188
12/22/23,130133
12/23/23,108414
12/24/23,100702
12/25/23,104428
12/26/23,129768
12/27/23,132984
12/28/23,131955
12/29/23,118871
12/30/23,105455
12/31/23,90385
1/1/24,98042
1/2/24,144067
1/3/24,149457
1/4/24,152856
1/5/24,141861
1/6/24,124270
1/7/24,123463
1/8/24,158268
1/9/24,164341
1/10/24,165515
1/11/24,164738
1/12/24,149285
1/13/24,126093
1/14/24,123462
1/15/24,152704
1/16/24,162068
1/17/24,162892
1/18/24,167752
1/19/24,154736
1/20/24,131232
1/21/24,131826
1/22/24,161700
1/23/24,170930
1/24/24,165040
1/25/24,161515
1/26/24,149087
1/27/24,131493
1/28/24,132510
1/29/24,164994
1/30/24,173591
1/31/24,176402
2/1/24,161377
2/2/24,154953
2/3/24,132915
2/4/24,136566
2/5/24,165648
2/6/24,176972
2/7/24,175600
2/8/24,155879
2/9/24,152300
2/10/24,126137
2/11/24,126334
2/12/24,155056
2/13/24,173862
2/14/24,168619
2/15/24,170141
2/16/24,160775
2/17/24,139483
2/18/24,138402
2/19/24,174636
2/20/24,176067
2/21/24,176773
2/22/24,173715
2/23/24,155655
2/24/24,133224
2/25/24,151644
2/26/24,166828
2/27/24,188894
2/28/24,189605
2/29/24,185592
3/1/24,172540
3/2/24,151833
3/3/24,148656
3/4/24,181608
3/5/24,187394
3/6/24,188317
3/7/24,181272
3/8/24,166813
3/9/24,140996
3/10/24,143930
3/11/24,180103
3/12/24,198393
3/13/24,180411
3/14/24,176484
3/15/24,173347
3/16/24,140234
3/17/24,143400
3/18/24,182679
3/19/24,192247
3/20/24,182520
3/21/24,182445
3/22/24,169017
3/23/24,140208
3/24/24,139905
3/25/24,167620
3/26/24,179681
3/27/24,177422
3/28/24,168337
3/29/24,147450
3/30/24,132481
3/31/24,132800
4/1/24,157307
4/2/24,174543
4/3/24,173318
4/4/24,173429
4/5/24,159697
4/6/24,134455
4/7/24,137450
4/8/24,162185
4/9/24,165362
4/10/24,156955
4/11/24,157444
4/12/24,151984
4/13/24,125196
4/14/24,127788
4/15/24,164904
4/16/24,178105
4/17/24,171712
4/18/24,166491
4/19/24,159890
4/20/24,136951
4/21/24,136944
4/22/24,164195
4/23/24,172318
4/24/24,177981
4/25/24,171988
4/26/24,159905
4/27/24,133614
4/28/24,135084
4/29/24,162133
4/30/24,170433
5/1/24,151042
5/2/24,163935
5/3/24,153411
5/4/24,129241
5/5/24,129905
5/6/24,165735
5/7/24,176098
5/8/24,169003
5/9/24,167960
5/10/24,158381
5/11/24,133649
5/12/24,130185
5/13/24,168055
5/14/24,176195
5/15/24,174441
5/16/24,172671
5/17/24,165614
5/18/24,136710
5/19/24,138060
5/20/24,172712
5/21/24,177596
5/22/24,177249
5/23/24,171935
5/24/24,145486
5/25/24,136112
5/26/24,135699
5/27/24,172231
5/28/24,169637
5/29/24,174627
5/30/24,173186
5/31/24,162524
6/1/24,133911
6/2/24,137976
6/3/24,165117
6/4/24,175531
6/5/24,183367
6/6/24,171500
6/7/24,161962
6/8/24,136615
6/9/24,135770
6/10/24,168309
6/11/24,180709
6/12/24,174923
6/13/24,172305
6/14/24,159028
6/15/24,132542
6/16/24,123297
6/17/24,148986
6/18/24,165827
6/19/24,172275
6/20/24,170719
6/21/24,158852
6/22/24,133052
6/23/24,136764
6/24/24,171315
6/25/24,178315
6/26/24,174239
6/27/24,169502
6/28/24,156250
6/29/24,128715
6/30/24,129899
7/1/24,163188
7/2/24,174734
7/3/24,173027
7/4/24,167253
7/5/24,155594
7/6/24,128905
7/7/24,128928
7/8/24,166398
7/9/24,175918
7/10/24,171734
7/11/24,170578
7/12/24,157714
7/13/24,132483
7/14/24,134848
7/15/24,167558
7/16/24,172940
7/17/24,173078
7/18/24,168502
7/19/24,154886
7/20/24,132747
7/21/24,126619
7/22/24,158619
7/23/24,165655
7/24/24,170967
7/25/24,170371
7/26/24,156274
7/27/24,129928
7/28/24,133373
7/29/24,169899
7/30/24,177806
7/31/24,172203
8/1/24,161325
8/2/24,158910
8/3/24,133393
8/4/24,129542
8/5/24,164318
8/6/24,172733
8/7/24,172731
8/8/24,174353
8/9/24,159750
8/10/24,133981
8/11/24,136772
8/12/24,168566
8/13/24,170682
8/14/24,161931
8/15/24,160165
8/16/24,158144
8/17/24,130800
8/18/24,128966
8/19/24,163883
8/20/24,172500
8/21/24,177486
8/22/24,173956
8/23/24,166345
8/24/24,138277
8/25/24,139504
8/26/24,171275
8/27/24,179296
8/28/24,185026
8/29/24,176484
8/30/24,169484
8/31/24,146484
9/1/24,138258
9/2/24,178041
9/3/24,190539
9/4/24,192785
9/5/24,185960
9/6/24,172860
9/7/24,141057
9/8/24,143078
9/9/24,186361
9/10/24,184222
9/11/24,184778
9/12/24,192387
9/13/24,175121
9/14/24,148790
9/15/24,144231
9/16/24,180689
9/17/24,185315
9/18/24,194186
9/19/24,194285
9/20/24,180615
9/21/24,153230
9/22/24,153708
9/23/24,192771
9/24/24,200411
9/25/24,197734
9/26/24,195108
9/27/24,181820
9/28/24,152930
9/29/24,147336
9/30/24,193307
10/1/24,191234
10/2/24,185846
10/3/24,183826
10/4/24,178230
10/5/24,148767
10/6/24,146283
10/7/24,184307
10/8/24,193570
10/9/24,186054
10/10/24,180811
10/11/24,162135
10/12/24,133429
10/13/24,139839
10/14/24,180533
10/15/24,185860
10/16/24,191082
10/17/24,191861
10/18/24,180899
10/19/24,150715
10/20/24,150850
10/21/24,187309
10/22/24,193665
10/23/24,193587
10/24/24,190560
10/25/24,175623
10/26/24,140354
10/27/24,140924
10/28/24,175149
10/29/24,186345
10/30/24,196229
10/31/24,174321
11/1/24,175186
11/2/24,130311
11/3/24,132538
11/4/24,173675
11/5/24,189025
11/6/24,179317
11/7/24,178101
11/8/24,171401
11/9/24,147233
11/10/24,152702
11/11/24,173730
11/12/24,187732
11/13/24,180942
11/14/24,174254
11/15/24,163044
11/16/24,141469
11/17/24,142915
11/18/24,175400
11/19/24,176511
11/20/24,174360
11/21/24,175521
11/22/24,166355
11/23/24,141359
11/24/24,140338
11/25/24,171904
11/26/24,175708
11/27/24,172051
11/28/24,177909
11/29/24,171004
11/30/24,145599
12/1/24,156556
12/2/24,181570
12/3/24,193922
12/4/24,188592
12/5/24,177073
12/6/24,167783
12/7/24,149452
12/8/24,151110
12/9/24,176852
12/10/24,183839
12/11/24,178570
12/12/24,146323
12/13/24,156627
12/14/24,138426
12/15/24,137924
12/16/24,161871
12/17/24,169562
12/18/24,166385
12/19/24,168805
12/20/24,155538
12/21/24,127084
12/22/24,130820
12/23/24,151734
12/24/24,146692
12/25/24,123932
12/26/24,145696
12/27/24,140916
12/28/24,127517
12/29/24,124341
12/30/24,143462
12/31/24,122506
